,0,1,2,3,4,5,6,7,8,9,10
0,59999.0,0.3712833333333333,0.2891,0.37678333333333336,0.4985333333333334,0.3815666666666667,0.2515333333333334,0.3985833333333333,0.33975,0.35860000000000003,0.4466
0,119999.0,0.18331666666666668,0.18971666666666664,0.33089999999999997,0.37270000000000003,0.20089999999999997,0.10094999999999998,0.2305166666666667,0.10329999999999995,0.17110000000000003,0.2046
0,179999.0,0.17335,0.1822166666666667,0.2563333333333333,0.17308333333333337,0.09460000000000002,0.09263333333333335,0.17846666666666666,0.09263333333333335,0.09919999999999995,0.1744
0,239999.0,0.16933333333333334,0.1787833333333333,0.2531,0.16743333333333332,0.08984999999999999,0.08908333333333329,0.17483333333333329,0.0884166666666667,0.08853333333333335,0.16976666666666662
0,299999.0,0.16651666666666665,0.17658333333333331,0.2516666666666667,0.1648166666666666,0.08668333333333333,0.08638333333333337,0.17298333333333338,0.08613333333333328,0.08591666666666664,0.16700000000000004
0,359999.0,0.1650166666666667,0.09561666666666668,0.2503833333333333,0.1639166666666667,0.08471666666666666,0.08478333333333332,0.17183333333333328,0.08453333333333335,0.08461666666666667,0.16516666666666668
0,419999.0,0.16359999999999997,0.0844166666666667,0.2496166666666667,0.16264999999999996,0.08381666666666665,0.08409999999999995,0.1710166666666667,0.08338333333333336,0.08338333333333336,0.16415000000000002
0,479999.0,0.16286666666666672,0.08333333333333337,0.24905,0.16188333333333338,0.08294999999999997,0.08281666666666665,0.17025,0.0826,0.08250000000000002,0.16354999999999997
0,539999.0,0.1620166666666667,0.08243333333333336,0.24873333333333336,0.16126666666666667,0.08208333333333329,0.0823666666666667,0.16964999999999997,0.08194999999999997,0.08168333333333333,0.16303333333333336
0,599999.0,0.16133333333333333,0.08191666666666664,0.24853333333333338,0.16088333333333338,0.08133333333333337,0.0817,0.16879999999999995,0.08143333333333336,0.08118333333333339,0.16241666666666665
