,0,1,2,3,4,5
0,0.10083333333333333,0.08566666666666667,0.1255,0.118,0.06416666666666666,0.1295
1,0.926,0.9253333333333333,0.9268333333333333,0.9258333333333333,0.9251666666666667,
2,0.931,0.9325,0.933,0.9321666666666667,0.9336666666666666,
