,0,1,2,3,4,5,6,7,8,9,10,11
0,59999.0,0.30469999999999997,0.18793333333333329,0.5049666666666667,0.2653833333333333,0.3268833333333333,0.22591666666666665,0.31079999999999997,0.1818333333333333,0.40998333333333337,0.4234833333333333,0.8070666666666666
0,119999.0,0.13318333333333332,0.09828333333333328,0.257,0.1762166666666667,0.10116666666666663,0.17100000000000004,0.17171666666666663,0.09898333333333331,0.2967333333333333,0.2465666666666667,0.8095666666666667
0,179999.0,0.09419999999999995,0.09151666666666669,0.24783333333333335,0.1698833333333334,0.09194999999999998,0.16651666666666665,0.16785000000000005,0.09353333333333336,0.26025,0.22460000000000002,0.8058
0,239999.0,0.0897,0.08808333333333329,0.24526666666666663,0.12091666666666667,0.08901666666666663,0.16488333333333338,0.16469999999999996,0.0907,0.2558166666666667,0.17858333333333332,0.8050833333333334
0,299999.0,0.08720000000000006,0.08583333333333332,0.22281666666666666,0.08713333333333328,0.08684999999999998,0.16359999999999997,0.16171666666666662,0.08914999999999995,0.25316666666666665,0.14049999999999996,0.8048833333333334
0,359999.0,0.08530000000000004,0.08445000000000003,0.13251666666666662,0.08504999999999996,0.08526666666666671,0.16118333333333335,0.0934666666666667,0.08845000000000003,0.2515666666666667,0.1347666666666667,0.8044333333333333
0,419999.0,0.08423333333333338,0.08321666666666672,0.08876666666666666,0.08420000000000005,0.08453333333333335,0.09375,0.08686666666666665,0.0869833333333333,0.24929999999999997,0.13165000000000004,0.8034833333333333
0,479999.0,0.0834166666666667,0.08274999999999999,0.08486666666666665,0.08351666666666668,0.08363333333333334,0.0847,0.08523333333333338,0.0867,0.2483333333333333,0.12778333333333336,0.8027
0,539999.0,0.08253333333333335,0.08240000000000003,0.08340000000000003,0.0829833333333333,0.08303333333333329,0.08386666666666664,0.08513333333333328,0.08625000000000005,0.24483333333333335,0.1227166666666667,0.8022
0,599999.0,0.08181666666666665,0.08186666666666664,0.08271666666666666,0.08309999999999995,0.08291666666666664,0.08361666666666667,0.08473333333333333,0.08584999999999998,0.2407166666666667,0.12293333333333334,0.8019166666666666
0,659999.0,0.08146666666666669,0.08151666666666668,0.08214999999999995,0.08278333333333332,0.08274999999999999,0.08345000000000002,0.08465,0.08589999999999998,0.23131666666666661,0.11895,0.8015
0,719999.0,0.08091666666666664,0.08103333333333329,0.08104999999999996,0.08245000000000002,0.08246666666666669,0.08314999999999995,0.08433333333333337,0.08521666666666672,0.1620166666666667,0.11796666666666666,0.8012666666666667
0,779999.0,0.08046666666666669,0.08078333333333332,0.08091666666666664,0.08191666666666664,0.08216666666666672,0.08309999999999995,0.08381666666666665,0.08460000000000001,0.15710000000000002,0.11724999999999997,0.8009999999999999
0,839999.0,0.0803166666666667,0.08066666666666666,0.08056666666666668,0.08174999999999999,0.0817,0.08258333333333334,0.08338333333333336,0.08521666666666672,0.15480000000000005,0.1179,0.8007
0,899999.0,0.08009999999999995,0.0803666666666667,0.07976666666666665,0.08121666666666671,0.08179999999999998,0.0823166666666667,0.0826,0.08413333333333328,0.15431666666666666,0.11434999999999995,0.8008
