,0,1,2,3,4,5,6,7,8,9,10,11
0,59999.0,0.72585,0.5812,0.58905,0.6385,0.6617333333333333,0.5962666666666666,0.6309,0.7183,0.7021333333333334,0.73545,0.10088333333333334
0,119999.0,0.8174666666666667,0.6508166666666667,0.73365,0.7445166666666667,0.8021333333333334,0.7416,0.7383833333333333,0.7492166666666666,0.7438166666666667,0.8469666666666666,0.09876666666666667
0,179999.0,0.8990666666666667,0.6547333333333333,0.8055,0.7525666666666667,0.83165,0.7455166666666667,0.8092666666666667,0.7631833333333333,0.7510666666666667,0.87955,0.09876666666666667
0,239999.0,0.9107833333333333,0.6571666666666667,0.8343,0.80375,0.8347666666666667,0.7473333333333333,0.8338666666666666,0.8312666666666667,0.7661,0.8995166666666666,0.09876666666666667
0,299999.0,0.9132666666666667,0.7216833333333333,0.8364333333333334,0.8718333333333333,0.83565,0.7486333333333334,0.8352,0.8337,0.83375,0.9027666666666667,0.09876666666666667
0,359999.0,0.9143666666666667,0.7608166666666667,0.8377666666666667,0.9126333333333333,0.8363,0.7503666666666666,0.8358333333333333,0.8359,0.8382166666666667,0.9047333333333333,0.09876666666666667
0,419999.0,0.9156,0.8197,0.8385833333333333,0.9157333333333333,0.8368666666666666,0.8241666666666667,0.8358333333333333,0.83885,0.8397333333333333,0.9052833333333333,0.09876666666666667
0,479999.0,0.9168333333333333,0.8248333333333333,0.8392,0.9166333333333333,0.83745,0.8373833333333334,0.8364333333333334,0.8737166666666667,0.8425333333333334,0.9047666666666667,0.09876666666666667
0,539999.0,0.9172166666666667,0.8261833333333334,0.8398666666666667,0.9173666666666667,0.8381,0.8378666666666666,0.8373333333333334,0.9137166666666666,0.84215,0.9076666666666666,0.09876666666666667
0,599999.0,0.91775,0.8271333333333334,0.8403666666666667,0.9178166666666666,0.8387166666666667,0.8383833333333334,0.8373666666666667,0.9145666666666666,0.8443166666666667,0.9084166666666667,0.09876666666666667
0,659999.0,0.9180666666666667,0.828,0.8405833333333333,0.9182833333333333,0.8391333333333333,0.83875,0.8374333333333334,0.9154666666666667,0.8455,0.9085333333333333,0.09876666666666667
0,719999.0,0.9186,0.82845,0.84075,0.9188833333333334,0.8395833333333333,0.8391666666666666,0.8376666666666667,0.91525,0.84555,0.9086833333333333,0.09876666666666667
0,779999.0,0.91875,0.82885,0.8409333333333333,0.9191666666666667,0.8398166666666667,0.8394666666666667,0.8380666666666666,0.9155333333333333,0.8468833333333333,0.909,0.09876666666666667
0,839999.0,0.9192,0.8290833333333333,0.8412833333333334,0.9194,0.8403333333333334,0.8395166666666667,0.8379333333333333,0.9157,0.84915,0.9106666666666666,0.09876666666666667
0,899999.0,0.9195666666666666,0.82975,0.84145,0.9197666666666666,0.8407166666666667,0.83985,0.8380833333333333,0.9160166666666667,0.8494333333333334,0.9105166666666666,0.09876666666666667
