,0,1,2,3,4,5,6,7,8,9,10
0,59999.0,0.5824833333333334,0.7744833333333333,0.78605,0.7778666666666667,0.7609666666666667,0.8470333333333333,0.5991666666666666,0.5840000000000001,0.57155,0.8704000000000001
0,119999.0,0.3500333333333333,0.6455333333333333,0.73975,0.6359833333333333,0.6236166666666667,0.76605,0.5507833333333334,0.5006166666666667,0.44366666666666665,0.6992166666666666
0,179999.0,0.26698333333333335,0.62905,0.6534,0.58995,0.58765,0.7579,0.5065500000000001,0.4520666666666666,0.4122,0.6261166666666667
0,239999.0,0.25303333333333333,0.6191333333333333,0.6199333333333333,0.5526666666666666,0.5598666666666667,0.6948833333333333,0.4964666666666666,0.40725,0.4027833333333334,0.5735333333333333
0,299999.0,0.24529999999999996,0.569,0.61595,0.5383166666666667,0.5488833333333334,0.6714333333333333,0.4880833333333333,0.4015833333333333,0.3676166666666667,0.5568
0,359999.0,0.24053333333333338,0.5396833333333333,0.6148166666666667,0.4912833333333333,0.5405166666666666,0.6620833333333334,0.47411666666666663,0.39746666666666663,0.3249333333333333,0.54755
0,419999.0,0.23696666666666666,0.5363833333333333,0.6142333333333334,0.3932,0.5354166666666667,0.6423666666666666,0.3988166666666667,0.396,0.31965,0.5164333333333333
0,479999.0,0.23404999999999998,0.5338166666666666,0.61405,0.36206666666666665,0.5327333333333333,0.49816666666666665,0.3251333333333334,0.39259999999999995,0.3151333333333334,0.47735000000000005
0,539999.0,0.23211666666666664,0.5316000000000001,0.614,0.35619999999999996,0.5305333333333333,0.48406666666666665,0.3168833333333333,0.3897666666666667,0.31105000000000005,0.4703333333333334
0,599999.0,0.22995,0.5297333333333334,0.61365,0.35196666666666665,0.5286,0.47496666666666665,0.3119666666666666,0.3884833333333333,0.3109166666666666,0.43046666666666666
0,659999.0,0.2284166666666667,0.52845,0.6131666666666666,0.3486,0.5272666666666667,0.46286666666666665,0.3080833333333334,0.3868666666666667,0.3091666666666667,0.40518333333333334
0,719999.0,0.22694999999999999,0.52725,0.6129166666666667,0.34601666666666664,0.5261666666666667,0.41738333333333333,0.3047333333333333,0.38425,0.30694999999999995,0.40308333333333335
0,779999.0,0.22573333333333334,0.526,0.6126,0.344,0.52505,0.4145,0.30108333333333337,0.38395,0.30479999999999996,0.40015
0,839999.0,0.22445000000000004,0.5248999999999999,0.6123833333333333,0.3419333333333333,0.5244333333333333,0.41405000000000003,0.29628333333333334,0.3827166666666667,0.3036833333333333,0.39890000000000003
0,899999.0,0.22338333333333338,0.52395,0.6123000000000001,0.34009999999999996,0.5238333333333334,0.41303333333333336,0.29151666666666665,0.3807666666666667,0.3018833333333333,0.39608333333333334
0,959999.0,0.22238333333333338,0.5232166666666667,0.6118833333333333,0.33881666666666665,0.5234,0.41225,0.2947833333333333,0.37915,0.30069999999999997,0.39415
0,1019999.0,0.22131666666666672,0.5225833333333334,0.6115333333333333,0.33748333333333336,0.52295,0.41131666666666666,0.2935833333333333,0.3784833333333333,0.2997666666666666,0.39336666666666664
0,1079999.0,0.22031666666666672,0.5218333333333334,0.6110166666666667,0.33645,0.5221833333333333,0.40998333333333337,0.28864999999999996,0.3774166666666666,0.29971666666666663,0.3885333333333333
