,0,1,2,3,4,5,6,7,8,9,10
0,59999.0,0.41751666666666665,0.22551666666666667,0.21395,0.22213333333333332,0.23903333333333332,0.15296666666666667,0.4008333333333333,0.416,0.42845,0.1296
0,119999.0,0.6499666666666667,0.35446666666666665,0.26025,0.36401666666666666,0.37638333333333335,0.23395,0.44921666666666665,0.49938333333333335,0.5563333333333333,0.30078333333333335
0,179999.0,0.7330166666666666,0.37095,0.3466,0.41005,0.41235,0.2421,0.49345,0.5479333333333334,0.5878,0.37388333333333335
0,239999.0,0.7469666666666667,0.3808666666666667,0.38006666666666666,0.44733333333333336,0.4401333333333333,0.30511666666666665,0.5035333333333334,0.59275,0.5972166666666666,0.42646666666666666
0,299999.0,0.7547,0.431,0.38405,0.46168333333333333,0.45111666666666667,0.3285666666666667,0.5119166666666667,0.5984166666666667,0.6323833333333333,0.4432
0,359999.0,0.7594666666666666,0.46031666666666665,0.3851833333333333,0.5087166666666667,0.45948333333333335,0.33791666666666664,0.5258833333333334,0.6025333333333334,0.6750666666666667,0.45245
0,419999.0,0.7630333333333333,0.4636166666666667,0.38576666666666665,0.6068,0.46458333333333335,0.35763333333333336,0.6011833333333333,0.604,0.68035,0.48356666666666664
0,479999.0,0.76595,0.46618333333333334,0.38595,0.6379333333333334,0.46726666666666666,0.5018333333333334,0.6748666666666666,0.6074,0.6848666666666666,0.52265
0,539999.0,0.7678833333333334,0.4684,0.386,0.6438,0.46946666666666664,0.5159333333333334,0.6831166666666667,0.6102333333333333,0.68895,0.5296666666666666
0,599999.0,0.77005,0.47026666666666667,0.38635,0.6480333333333334,0.4714,0.5250333333333334,0.6880333333333334,0.6115166666666667,0.6890833333333334,0.5695333333333333
0,659999.0,0.7715833333333333,0.47155,0.3868333333333333,0.6514,0.47273333333333334,0.5371333333333334,0.6919166666666666,0.6131333333333333,0.6908333333333333,0.5948166666666667
0,719999.0,0.77305,0.47275,0.38708333333333333,0.6539833333333334,0.47383333333333333,0.5826166666666667,0.6952666666666667,0.61575,0.69305,0.5969166666666667
0,779999.0,0.7742666666666667,0.474,0.3874,0.656,0.47495,0.5855,0.6989166666666666,0.61605,0.6952,0.59985
0,839999.0,0.77555,0.4751,0.38761666666666666,0.6580666666666667,0.4755666666666667,0.58595,0.7037166666666667,0.6172833333333333,0.6963166666666667,0.6011
0,899999.0,0.7766166666666666,0.47605,0.3877,0.6599,0.4761666666666667,0.5869666666666666,0.7084833333333334,0.6192333333333333,0.6981166666666667,0.6039166666666667
0,959999.0,0.7776166666666666,0.47678333333333334,0.38811666666666667,0.6611833333333333,0.4766,0.58775,0.7052166666666667,0.62085,0.6993,0.60585
0,1019999.0,0.7786833333333333,0.47741666666666666,0.3884666666666667,0.6625166666666666,0.47705,0.5886833333333333,0.7064166666666667,0.6215166666666667,0.7002333333333334,0.6066333333333334
0,1079999.0,0.7796833333333333,0.4781666666666667,0.38898333333333335,0.66355,0.47781666666666667,0.5900166666666666,0.71135,0.6225833333333334,0.7002833333333334,0.6114666666666667
